arxiv,title,journal,doi,year
1607.05621,"Search for new resonances decaying to a $W$ or $Z$ boson and a Higgs boson in the $\ell^+ \ell^- b\bar b$, $\ell νb\bar b$, and $ν\barν b\bar b$ channels with $pp$ collisions at $\sqrt s = 13$ TeV with the ATLAS detector",Physics Letters B 765(2017) 32-52,10.1016/j.physletb.2016.11.045,2016
1707.06958,Search for heavy resonances decaying to a $W$ or $Z$ boson and a Higgs boson in the $q\bar{q}^{(\prime)}b\bar{b}$ final state in $pp$ collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,Phys. Lett. B 774 (2017) 494,10.1016/j.physletb.2017.09.066,2017
1712.06518,Search for heavy resonances decaying into a $W$ or $Z$ boson and a Higgs boson in final states with leptons and $b$-jets in 36 fb$^{-1}$ of $\sqrt s = 13$ TeV $pp$ collisions with the ATLAS detector,JHEP 03 (2018) 174,10.1007/JHEP03(2018)174,2017
2207.00230,Search for heavy resonances decaying into a $Z$ or $W$ boson and a Higgs boson in final states with leptons and $b$-jets in $139~$fb$^{-1}$ of $pp$ collisions at $\sqrt{s}=13~$TeV with the ATLAS detector,JHEP 06 (2023) 016,10.1007/JHEP06(2023)016,2022
1607.06363,Search for heavy resonances decaying to a $Z$ boson and a photon in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,Phys. Lett. B 764 (2017) 11,10.1016/j.physletb.2016.11.005,2016
1708.00212,Searches for the $Zγ$ decay mode of the Higgs boson and for new high-mass resonances in $pp$ collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,JHEP 10 (2017) 112,10.1007/JHEP10(2017)112,2017
2309.04364,Search for the $Zγ$ decay mode of new high-mass resonances in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,Phys. Lett. B 848 (2024) 138394,10.1016/j.physletb.2023.138394,2023
1407.8150,Search for new resonances in $Wγ$ and $Zγ$ Final States in $pp$ Collisions at $\sqrt{s}=8$ TeV with the ATLAS Detector,Phys.Lett. B738 (2014) 428-447,10.1016/j.physletb.2014.10.002,2014
1805.01908,Search for heavy resonances decaying to a photon and a hadronically decaying $Z/W/H$ boson in $pp$ collisions at $\sqrt{s}=13$ $\mathrm{TeV}$ with the ATLAS detector,Phys. Rev. D 98 (2018) 032015,10.1103/PhysRevD.98.032015,2018
2304.11962,Search for high-mass $Wγ$ and $Zγ$ resonances using hadronic W/Z boson decays from 139 fb$^{-1}$ of $pp$ collisions at $\sqrt{s}=$ 13 TeV with the ATLAS detector,JHEP07(2023)125,10.1007/JHEP07(2023)125,2023
1402.3051,Search for Higgs boson decays to a photon and a Z boson in pp collisions at sqrt(s)=7 and 8 TeV with the ATLAS detector,Phys. Lett. B 732C (2014) 8-27,10.1016/j.physletb.2014.03.015,2014
2507.12598,Search for the Higgs boson decay to a $Z$ boson and a photon in $pp$ collisions at $\sqrt{s}=13$ TeV and $13.6$ TeV with the ATLAS detector,Phys. Lett. B 876 (2026) 140313,10.1016/j.physletb.2026.140313,2025
2007.05293,Search for resonances decaying into a weak vector boson and a Higgs boson in the fully hadronic final state produced in proton$-$proton collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,"Phys. Rev. D 102, 112008 (2020)",10.1103/PhysRevD.102.112008,2020
2008.05928,Search for heavy resonances decaying into a photon and a hadronically decaying Higgs boson in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,"Phys. Rev. Lett. 125, 251802 (2020)",10.1103/PhysRevLett.125.251802,2020
2209.15345,A search for new resonances in multiple final states with a high transverse momentum $Z$ boson in $\sqrt{s}=13$ TeV $pp$ collisions with the ATLAS detector,JHEP 06 (2023) 036,10.1007/JHEP06(2023)036,2022
1205.5371,A search for ttbar resonances with the ATLAS detector in 2.05 fb^-1 of proton-proton collisions at sqrt(s) = 7 TeV,Eur.Phys.J. C72 (2012) 2083,10.1140/epjc/s10052-012-2083-1,2012
1207.2409,A search for ttbar resonances in lepton+jets events with highly boosted top quarks collected in pp collisions at sqrt(s) = 7 TeV with the ATLAS detector,JHEP 1209 (2012) 041,10.1007/JHEP09(2012)041,2012
1211.2202,Search for resonances decaying into top-quark pairs using fully hadronic decays in pp collisions with ATLAS at sqrt(s) = 7 TeV,JHEP 1301 (2013) 116,10.1007/JHEP01(2013)116,2012
1305.2756,A search for ttbar resonances in the lepton plus jets final state with ATLAS using 4.7 fb^-1 of pp collisions at sqrt(s) = 7 TeV,,10.1103/PhysRevD.88.012004,2013
1505.07018,A search for $t\bar{t}$ resonances using lepton-plus-jets events in proton-proton collisions at $\sqrt{s} = 8$ TeV with the ATLAS detector,JHEP08 (2015) 148,10.1007/JHEP08(2015)148,2015
1707.06025,Search for heavy Higgs bosons $A/H$ decaying to a top quark pair in $pp$ collisions at $\sqrt{s} = 8$ TeV with the ATLAS detector,"Phys. Rev. Lett. 119, 191803 (2017)",10.1103/PhysRevLett.119.191803,2017
1804.10823,Search for heavy particles decaying into top-quark pairs using lepton-plus-jets events in proton-proton collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,Eur. Phys. J. C 78 (2018) 565,10.1140/epjc/s10052-018-5995-6,2018
1902.10077,Search for heavy particles decaying into a top-quark pair in the fully hadronic final state in $pp$ collisions at $\sqrt{s} =13$ TeV with the ATLAS detector,"Phys. Rev. D 99, 092004 (2019)",10.1103/PhysRevD.99.092004,2019
2005.05138,Search for $t\bar{t}$ resonances in fully hadronic final states in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,JHEP 10 (2020) 61,10.1007/JHEP10(2020)061,2020
2404.18986,Search for heavy neutral Higgs bosons decaying into a top quark pair in 140 fb$^{-1}$ of proton-proton collision data at $\sqrt{s}=13$ TeV with the ATLAS detector,JHEP 08 (2024) 013,10.1007/JHEP08(2024)013,2024
2512.17856,Search for ttbar resonances in final states with exactly one or two leptons using 140 fb$^{-1}$ of pp collision data at $\sqrt{s}=13$ TeV with the ATLAS experiment,,,2025
1503.05425,"Search for vector-like $B$ quarks in events with one isolated lepton, missing transverse momentum and jets at $\sqrt{s}=$ 8 TeV with the ATLAS detector","Phys. Rev. D 91, 112011 (2015)",10.1103/PhysRevD.91.112011,2015
1602.05606,Search for single production of vector-like quarks decaying into $Wb$ in $pp$ collisions at $\sqrt{s} =$ 8 TeV with the ATLAS detector,,10.1140/epjc/s10052-016-4281-8,2016
1602.06034,Search for single production of a vector-like quark via a heavy gluon in the $4b$ final state with the ATLAS detector in $pp$ collisions at $\sqrt{s} = 8$ TeV,Phys. Lett. B758 (2016) 249,10.1016/j.physletb.2016.04.061,2016
1812.07343,Search for single production of vector-like quarks decaying into $Wb$ in $pp$ collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,JHEP 05 (2019) 164,10.1007/JHEP05(2019)164,2018
2201.07045,Search for single production of a vector-like $T$ quark decaying into a Higgs boson and top quark with fully hadronic final states using the ATLAS detector,Phys. Rev. D 105 (2022) 092012,10.1103/PhysRevD.105.092012,2022
2305.03401,Search for single production of vector-like $T$ quarks decaying into $Ht$ or $Zt$ in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,JHEP 08 (2023) 153,10.1007/JHEP08(2023)153,2023
2308.02595,Search for single vector-like $B$ quark production and decay via $B\rightarrow bH(b\bar{b})$ in $pp$ collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,"J. High Energ. Phys. 2023, 168 (2023)",10.1007/JHEP11(2023)168,2023
2409.20273,Search for single-production of vector-like quarks decaying into $Wb$ in the fully hadronic final state in $pp$ collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,JHEP 02 (2025) 075,10.1007/JHEP02(2025)075,2024
2506.15515,Search for single production of vector-like quarks decaying into $W(\ellν)b$ in $pp$ collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,JHEP 12 (2025) 012,10.1007/JHEP12(2025)012,2025
2605.28538,Search for pair-produced vector-like $T$-quarks decaying into $Ht$ final states in the lepton-plus-jets channel in $pp$ collisions at $\sqrt{s}$=13 TeV with the ATLAS detector,,,2026
2607.28381,Search for pair-production of vector-like $T$ quarks decaying into a top quark and a spin-0 particle in the diphoton final state in proton proton collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,,,2026
1205.1016,Search for tb resonances in proton-proton collisions at sqrt(s) = 7 TeV with the ATLAS detector,Phys.Rev.Lett. 109 (2012) 081801,10.1103/PhysRevLett.109.081801,2012
1408.0886,Search for $W' \rightarrow tb \rightarrow qqbb$ Decays in pp Collisions at $\sqrt{s}$ = 8 TeV with the ATLAS Detector,Eur. Phys. J. C (2015) 75:165,10.1140/epjc/s10052-015-3372-2,2014
1410.4103,Search for $W' \to t\bar{b}$ in the lepton plus jets final state in proton-proton collisions at a centre-of-mass energy of $\sqrt{s}$ = 8 TeV with the ATLAS detector,Physics Letters B 743 (2015) 235-255,10.1016/j.physletb.2015.02.051,2014
1512.03704,Search for charged Higgs bosons in the $H^{\pm} \rightarrow tb$ decay channel in $pp$ collisions at $\sqrt{s} = 8$ TeV using the ATLAS detector,JHEP03(2016)127,10.1007/JHEP03(2016)127,2015
1801.07893,Search for $W' \rightarrow tb$ decays in the hadronic final state using pp collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,Phys. Lett. B 781 (2018) 327,10.1016/j.physletb.2018.03.036,2018
1807.10473,Search for vector-boson resonances decaying to a top quark and bottom quark in the lepton plus jets final state in $pp$ collisions at $\sqrt{s}$ = 13 TeV with the ATLAS detector,Phys. Lett. B 788 (2019) 347,10.1016/j.physletb.2018.11.032,2018
1808.03599,Search for charged Higgs bosons decaying into top and bottom quarks at $\sqrt{s}$ = 13 TeV with the ATLAS detector,JHEP 11 (2018) 085,10.1007/JHEP11(2018)085,2018
2102.10076,Search for charged Higgs bosons decaying into a top quark and a bottom quark at $\sqrt{s}$=13 TeV with the ATLAS detector,JHEP 06 (2021) 145,10.1007/JHEP06(2021)145,2021
2308.08521,Search for vector-boson resonances decaying into a top quark and a bottom quark using $pp$ collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,JHEP 12 (2023) 073,10.1007/JHEP12(2023)073,2023
1112.5755,Search for heavy vector-like quarks coupling to light quarks in proton-proton collisions at sqrt(s) = 7 TeV with the ATLAS detector,Phys. Lett. B712 (2012) 22-39,10.1016/j.physletb.2012.03.082,2011
1202.3076,Search for pair production of a heavy up-type quark decaying to a W boson and a b quark in the lepton+jets channel with the ATLAS detector,Phys.Rev.Lett. 108 (2012) 261802,10.1103/PhysRevLett.108.261802,2012
1202.3389,Search for pair-produced heavy quarks decaying to Wq in the two-lepton channel at sqrt(s) = 7 TeV with the ATLAS detector,Phys.Rev. D86 (2012) 012007,10.1103/PhysRevD.86.012007,2012
1202.6540,Search for down-type fourth generation quarks with the ATLAS detector in events with one lepton and hadronically decaying W bosons,Phys.Rev.Lett. 109 (2012) 032001,10.1103/PhysRevLett.109.032001,2012
1204.1265,Search for pair production of a new quark that decays to a Z boson and a bottom quark with the ATLAS detector,Phys.Rev.Lett. 109 (2012) 071801,10.1103/PhysRevLett.109.071801,2012
1209.4186,Search for a heavy top-quark partner in final states with two leptons with the ATLAS detector at the LHC,JHEP 1211 (2012) 094,10.1007/JHEP11(2012)094,2012
1210.5468,Search for pair production of heavy top-like quarks decaying to a high-pT W boson and a b quark in the lepton plus jets final state at sqrt(s)=7 TeV with the ATLAS detector,Phys. Lett. B 718 (2013)1284-1302,10.1016/j.physletb.2012.11.071,2012
1509.04261,Search for pair production of a new heavy quark that decays into a $W$ boson and a light quark in $pp$ collisions at $\sqrt{s} = 8$ TeV with the ATLAS detector,"Phys. Rev. D 92, 112007 (2015)",10.1103/PhysRevD.92.112007,2015
1301.1583,Search for single b*-quark production with the ATLAS detector at sqrt(s)=7 TeV,Phys. Lett. B 721 (2013) 171-189,10.1016/j.physletb.2013.03.016,2013
1510.02664,Search for the production of single vector-like and excited quarks in the $Wt$ final state in $pp$ collisions at $\sqrt{s}$ = 8 TeV with the ATLAS detector,JHEP02(2016)110,10.1007/JHEP02(2016)110,2015
1209.6593,Search for resonant top plus jet production in ttbar + jets events with the ATLAS detector in pp collisions at sqrt(s) = 7 TeV,"Phys. Rev. D 86, 091103 (2012)",10.1103/PhysRevD.86.091103,2012
2304.01678,Search for top-philic heavy resonances in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,Eur. Phys. J. C 84 (2024) 157,10.1140/epjc/s10052-023-12318-9,2023
2405.20061,Search for dark mesons decaying to top and bottom quarks in proton-proton collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,JHEP 09 (2024) 005,10.1007/JHEP09(2024)005,2024
1505.01609,Search for Higgs bosons decaying to $aa$ in the $μμττ$ final state in $pp$ collisions at $\sqrt{s} = $ 8 TeV with the ATLAS experiment,,,2015
1606.08391,Search for the Higgs boson produced in association with a $W$ boson and decaying to four $b$-quarks via two spin-zero particles in $pp$ collisions at 13 TeV with the ATLAS detector,Eur. Phys. J. C 76 (2016) 605,10.1140/epjc/s10052-016-4418-9,2016
1803.11145,Search for Higgs boson decays into pairs of light (pseudo)scalar particles in the $γγjj$ final state in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,Phys. Lett. B 782 (2018) 750,10.1016/j.physletb.2018.06.011,2018
1807.00539,Search for Higgs boson decays into a pair of light bosons in the $bbμμ$ final state in $pp$ collision at $\sqrt{s} = $13 TeV with the ATLAS detector,Phys. Lett. B 790 (2019) 1,10.1016/j.physletb.2018.10.073,2018
2005.12236,Search for Higgs boson decays into two new low-mass spin-0 particles in the 4$b$ channel with the ATLAS detector using $pp$ collisions at $\sqrt{s}= 13$ TeV,"Phys. Rev. D 102, 112006 (2020)",10.1103/PhysRevD.102.112006,2020
2110.00313,Search for Higgs boson decays into a pair of pseudoscalar particles in the $bbμμ$ final state with the ATLAS detector in $pp$ collisions at $\sqrt{s}=13$ TeV,Phys. Rev. D 105 (2022) 012006,10.1103/PhysRevD.105.012006,2021
2312.03306,Search for short- and long-lived axion-like particles in $H\rightarrow a a \rightarrow 4γ$ decays with the ATLAS experiment at the LHC,Eur. Phys. J. C 84 (2024) 742,10.1140/epjc/s10052-024-12979-0,2023
2407.01335,Search for decays of the Higgs boson into a pair of pseudoscalar particles decaying into $b\bar{b}τ^+τ^-$ using $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,Phys. Rev. D 110 (2024) 052013,10.1103/PhysRevD.110.052013,2024
2412.14046,Search for Higgs boson decays into a pair of pseudoscalar particles in the $γγτ_{\text{had}}τ_{\text{had}}$ final state using $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,JHEP 03 (2025) 190,10.1007/JHEP03(2025)190,2024
2503.05463,Search for Higgs boson exotic decays into Lorentz-boosted light bosons in the four-$τ$ final state at $\sqrt{s}=13$ TeV with the ATLAS detector,Phys. Lett. B 870 (2025) 139843,10.1016/j.physletb.2025.139843,2025
2507.01165,"Search for decays of the Higgs boson into scalar particles decaying into four or six $b$-quarks using $pp$ collisions at $\sqrt{s}= 13\,\mathrm{TeV}$ with the ATLAS detector",Phys. Rev. D 112 (2025) 072005,10.1103/mzld-ldlt,2025
2603.08323,Search for decays of the Higgs boson into pair-produced pseudoscalar particles decaying into $τ^+τ^-τ^+τ^-$ using $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,New J. Phys. 28 (2026) 063801,10.1088/1367-2630/ae78f7,2026
1506.00285,Search for Higgs boson pair production in the $b\bar{b} b\bar{b}$ final state from $pp$ collisions at $\sqrt{s} = 8$ TeV with the ATLAS detector,Eur. Phys. J. C (2015) 75:412,10.1140/epjc/s10052-015-3628-x,2015
1509.04670,"Searches for Higgs boson pair production in the $hh\to bbττ, γγWW*, γγbb, bbbb$ channels with the ATLAS detector",Phys. Rev. D 92 (2015) 092004,10.1103/PhysRevD.92.092004,2015
1606.04782,Search for pair production of Higgs bosons in the $b\bar{b}b\bar{b}$ final state using proton--proton collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,"Phys. Rev. D 94, 052002 (2016)",,2016
1804.06174,Search for pair production of Higgs bosons in the $b\bar{b}b\bar{b}$ final state using proton-proton collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,JHEP 01 (2019) 030,10.1007/JHEP01(2019)030,2018
2001.05178,Search for the $HH \rightarrow b \bar{b} b \bar{b}$ process via vector-boson fusion production using proton-proton collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,JHEP 07 (2020) 108,10.1007/JHEP01(2021)145,2020
2202.07288,Search for resonant pair production of Higgs bosons in the $b\bar{b}b\bar{b}$ final state using $pp$ collisions at $\sqrt{s}$ = 13 TeV with the ATLAS detector,Phys. Rev. D 105 (2022) 092002,10.1103/PhysRevD.105.092002,2022
2404.17193,Search for pair production of boosted Higgs bosons via vector-boson fusion in the $b\bar{b}b\bar{b}$ final state using $pp$ collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,Phys. Lett. B 858 (2024) 139007,10.1016/j.physletb.2024.139007,2024
2307.11120,Search for a new heavy scalar particle decaying into a Higgs boson and a new scalar singlet in final states with one or two light leptons and a pair of $τ$-leptons with the ATLAS detector,JHEP 10 (2023) 009,10.1007/JHEP10(2023)009,2023
2404.12915,Search for a resonance decaying into a scalar particle and a Higgs boson in the final state with two bottom quarks and two photons in proton-proton collisions at a center of mass energy of 13 TeV with the ATLAS detector,JHEP 11 (2024) 047,10.1007/JHEP11(2024)047,2024
2405.20926,Search for a resonance decaying into a scalar particle and a Higgs boson in final states with leptons and two photons in proton-proton collisions at $\sqrt s=13$ TeV with the ATLAS detector,JHEP 10 (2024) 104,10.1007/JHEP10(2024)104,2024
2510.02857,Search for a resonance decaying into a scalar particle and a Higgs boson in the final state with two bottom quarks and two photons with 199 fb$^{-1}$ of data collected at $\sqrt{s}$=13 and 13.6 TeV with the ATLAS detector,PLB 877 (2026) 140425,10.1016/j.physletb.2026.140425,2025
2607.18484,Search for new scalars via $X \rightarrow SH \rightarrow b\bar{b}b\bar{b}$ in proton-proton collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,,,2026
1502.04478,Search for a CP-odd Higgs boson decaying to $Zh$ in $pp$ collisions at $\sqrt{s} = 8$ TeV with the ATLAS detector,Physics Letters B 744 (2015) 163-183,10.1016/j.physletb.2015.03.054,2015
1804.01126,Search for a heavy Higgs boson decaying into a $Z$ boson and another heavy Higgs boson in the $\ell\ell bb$ final state in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,Phys. Lett. B 783 (2018) 392,10.1016/j.physletb.2018.07.006,2018
2011.05639,Search for a heavy Higgs boson decaying into a $Z$ boson and another heavy Higgs boson in the $\ell\ell bb$ and $\ell\ell WW$ final states in $pp$ collisions at $\sqrt{s}$ = 13 TeV with the ATLAS detector,Eur. Phys. J. C. 81 (2021) 396,10.1140/epjc/s10052-021-09117-5,2020
2311.04033,Search for a CP-odd Higgs boson decaying into a heavy CP-even Higgs boson and a $Z$ boson in the $\ell^+\ell^- t\bar{t}$ and $ν\barνb\bar{b}$ final states using 140 fb$^{-1}$ of data collected with the ATLAS detector,JHEP 02 (2024) 197,10.1007/JHEP02(2024)197,2023
1406.5053,Search For Higgs Boson Pair Production in the $γγb\bar{b}$ Final State using $pp$ Collision Data at $\sqrt{s}=8$ TeV from the ATLAS Detector,"Phys. Rev. Lett. 114, 081802 (2015)",10.1103/PhysRevLett.114.081802,2014
1807.04873,Search for Higgs boson pair production in the $γγb\bar{b}$ final state with 13 TeV $pp$ collision data collected by the ATLAS experiment,JHEP 11 (2018) 040,10.1007/JHEP11(2018)040,2018
2112.11876,Search for Higgs boson pair production in the two bottom quarks plus two photons final state in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,Phys. Rev. D 106 (2022) 052001,10.1103/PhysRevD.106.052001,2021
1807.08567,Search for Higgs boson pair production in the $γγWW^{*}$ channel using $pp$ collision data recorded at $\sqrt{s} = 13$ TeV with the ATLAS detector,Eur. Phys. J. C 78 (2018) 1007,10.1140/epjc/s10052-018-6457-x,2018
1811.04671,Search for Higgs boson pair production in the $b\bar{b}WW^{*}$ decay mode at $\sqrt{s}=13$ TeV with the ATLAS detector,JHEP 04 (2019) 092,10.1007/JHEP04(2019)092,2018
1811.11028,Search for Higgs boson pair production in the $WW^{(*)}WW^{(*)}$ decay channel using ATLAS data recorded at $\sqrt{s}=13$ TeV,JHEP 05 (2019) 124,10.1007/JHEP05(2019)124,2018
1808.00336,Search for resonant and non-resonant Higgs boson pair production in the ${b\bar{b}τ^+τ^-}$ decay channel in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,"Phys. Rev. Lett. 121, 191801 (2018)",10.1103/PhysRevLett.121.191801,2018
2209.10910,Search for resonant and non-resonant Higgs boson pair production in the $b\bar bτ^+τ^-$ decay channel using 13 TeV $pp$ collision data from the ATLAS detector,JHEP 07 (2023) 040,10.1007/JHEP07(2023)040,2022
1709.06783,A search for resonances decaying into a Higgs boson and a new particle $X$ in the $XH \to qqbb$ final state with the ATLAS detector,Phys. Lett. B 779 (2018) 24,10.1016/j.physletb.2018.01.042,2017
2306.03637,Anomaly detection search for new resonances decaying into a Higgs boson and a generic new particle $X$ in hadronic final states using $\sqrt{s} = 13$ TeV $pp$ collisions with the ATLAS detector,Phys. Rev. D 108 (2023) 052009,10.1103/PhysRevD.108.052009,2023
1503.04233,Search for a Charged Higgs Boson Produced in the Vector-boson Fusion Mode with Decay $H^\pm \to W^\pm Z$ using $pp$ Collisions at $\sqrt{s}=8$ TeV with the ATLAS Experiment,"Phys. Rev. Lett. 114, 231801 (2015)",10.1103/PhysRevLett.114.231801,2015
2411.03969,Search for a heavy charged Higgs boson decaying into a $W$ boson and a Higgs boson in final states with leptons and $b$-jets in $\sqrt{s} = 13$ TeV $pp$ collisions with the ATLAS detector,JHEP 02 (2025) 143,10.1007/JHEP02(2025)143,2024
1907.02749,Search for heavy neutral Higgs bosons produced in association with $b$-quarks and decaying into $b$-quarks at $\sqrt{s}=13$ TeV with the ATLAS detector,"Phys. Rev. D 102, 032004 (2020)",10.1103/PhysRevD.102.032004,2019
2503.17254,Search for a new pseudoscalar decaying into a pair of bottom and antibottom quarks in top-associated production in $\sqrt{s}$=13 TeV proton-proton collisions with the ATLAS detector,Eur. Phys. J. C 85 (2025) 886,10.1140/epjc/s10052-025-14507-0,2025
2210.05415,Search for Higgs boson pair production in association with a vector boson in $pp$ collisions at $\sqrt{s}=$ 13 TeV with the ATLAS detector,Eur. Phys. J. C 83 (2023) 519,10.1140/epjc/s10052-023-11559-y,2022
2411.02040,A search for triple Higgs boson production in the $6b$ final state using $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,Phys. Rev. D 111 (2025) 032006,10.1103/PhysRevD.111.032006,2024
2301.03902,"Search for a new scalar resonance in flavour-changing neutral-current top-quark decays $t \rightarrow qX$ ($q=u,c$), with $X \rightarrow b\bar{b}$, in proton-proton collisions at $\sqrt{s}=13$ TeV with the ATLAS detector",JHEP07(2023)199,10.1007/JHEP07(2023)199,2023
2603.13113,Search for Higgs boson pair production in association with top-quark pairs using 196 fb$^{-1}$ of proton-proton collision data at $\sqrt{s}=$ 13 and 13.6 TeV with the ATLAS detector,,,2026
1104.4481,Search for pair production of first or second generation leptoquarks in proton-proton collisions at sqrt(s)=7 TeV using the ATLAS detector at the LHC,Phys.Rev.D 83 (2011) 112006,10.1103/PhysRevD.83.112006,2011
1112.4828,Search for first generation scalar leptoquarks in pp collisions at sqrt(s) = 7 TeV with the ATLAS detector,Phys. Lett. B709 (2012) 158-176,10.1016/j.physletb.2012.02.004,2011
1203.3172,Search for second generation scalar leptoquarks in pp collisions at sqrt(s) = 7 TeV with the ATLAS detector,Eur.Phys.J. C72 (2012) 2151,10.1140/epjc/s10052-012-2151-6,2012
1508.04735,Searches for scalar leptoquarks in $pp$ collisions at $\sqrt{s}$ = 8 TeV with the ATLAS detector,"Eur. Phys. J. C, 76(1), 1-28 (2016)",10.1140/epjc/s10052-015-3823-9,2015
1605.06035,Search for scalar leptoquarks in $pp$ collisions at $\sqrt{s} = 13$ TeV with the ATLAS experiment,New J. Phys. 18 (2016) 093016,10.1088/1367-2630/18/9/093016,2016
1902.00377,Searches for scalar leptoquarks and differential cross-section measurements in dilepton-dijet events in proton-proton collisions at a centre-of-mass energy of $\sqrt{s}$ = 13 TeV with the ATLAS experiment,Eur. Phys. J. C 79 (2019) 733,10.1140/epjc/s10052-019-7181-x,2019
2006.05872,Search for pairs of scalar leptoquarks decaying into quarks and electrons or muons in $\sqrt{s}=13$ TeV pp collisions with the ATLAS detector,JHEP 10 (2020) 112,10.1007/JHEP10(2020)112,2020
2010.02098,Search for pair production of scalar leptoquarks decaying into first- or second-generation leptons and top quarks in proton-proton collisions at $\sqrt{s}$ = 13 TeV with the ATLAS detector,Eur. Phys. J. C 81 (2021) 313,10.1140/epjc/s10052-021-09009-8,2020
2210.04517,Search for pair-produced scalar and vector leptoquarks decaying into third-generation quarks and first- or second-generation leptons in pp collisions with the ATLAS detector,JHEP 06(2023)188,10.1007/JHEP06(2023)188,2022
1303.0526,Search for third generation scalar leptoquarks in pp collisions at sqrt(s) = 7 TeV with the ATLAS detector,JHEP06(2013)033,10.1007/JHEP06(2013)033,2013
1902.08103,Searches for third-generation scalar leptoquarks in $\sqrt{s}$ = 13 TeV pp collisions with the ATLAS detector,JHEP 06 (2019) 144,10.1007/JHEP06(2019)144,2019
2101.11582,Search for pair production of third-generation scalar leptoquarks decaying into a top quark and a $τ$-lepton in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,JHEP 06 (2021) 179,10.1007/JHEP06(2021)179,2021
2303.01294,Search for pair production of third-generation leptoquarks decaying into a bottom quark and a $τ$-lepton with the ATLAS detector,Eur. Phys. J. C 83 (2023) 1075,10.1140/epjc/s10052-023-12104-7,2023
2305.15962,Search for leptoquarks decaying into the b$τ$ final state in $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,JHEP 10 (2023) 001,10.1007/JHEP10(2023)001,2023
2306.17642,Search for leptoquark pair production decaying into $te^- \bar{t}e^+$ or $tμ^- \bar{t}μ^+$ in multi-lepton final states in $pp$ collisions at 13 TeV with the ATLAS detector,Eur. Phys. J. C 84 (2024) 818,10.1140/epjc/s10052-024-12975-4,2023
2606.02067,Search for a leptoquark in events with a hadronically decaying $τ$-lepton and missing transverse momentum using $pp$ collisions at $\sqrt{s}=13$ TeV with the ATLAS detector,,,2026
1201.3293,Search for excited leptons in proton-proton collisions at sqrt(s) = 7 TeV with the ATLAS detector,Phys. Rev. D85 (2012) 072003,10.1103/PhysRevD.85.072003,2012
1308.1364,Search for excited electrons and muons in sqrt(s)=8 TeV proton-proton collisions with the ATLAS detector,New J. Phys. 15 (2013) 093011,10.1088/1367-2630/15/9/093011,2013
1601.05627,A search for an excited muon decaying to a muon and two jets in $pp$ collisions at $\sqrt{s}$ = 8 TeV with the ATLAS detector,New J. Phys. 18 (2016) 073021,10.1088/1367-2630/18/7/073021,2016
1906.03204,Search for excited electrons singly produced in proton-proton collisions at $\sqrt{s} = 13$ TeV with the ATLAS experiment at the LHC,Eur. Phys. J. C 79 (2019) 803,10.1140/epjc/s10052-019-7295-1,2019
2303.09444,Search for excited $τ$-leptons and leptoquarks in the final state with $τ$-leptons and jets in pp collisions at $\sqrt{s} = 13$ TeV with the ATLAS detector,JHEP 06 (2023) 199,10.1007/JHEP06(2023)199,2023
1203.5420,Search for heavy neutrinos and right-handed W bosons in events with two leptons and jets in pp collisions at sqrt(s) = 7 TeV with the ATLAS detector,Eur.Phys.J. C72 (2012) 2056,10.1140/epjc/s10052-012-2056-4,2012
