arxiv,abstract
1606.03977,"A search for $W^\prime$ bosons in events with one lepton (electron or muon) and missing transverse momentum is presented. The search uses 3.2 fb$^{-1}$ of $pp$ collision data collected at $\sqrt{s} = 13$ TeV by the ATLAS experiment at the LHC in 2015. The transverse mass distribution is examined and no significant excess of events above the level expected from Standard Model processes is observed. Upper limits on the $W^\prime$ boson cross-section times branching ratio to leptons are set as a function of the $W^\prime$ mass. Assuming a $W^\prime$ boson as predicted by the Sequential Standard Model, $W^\prime$ masses below 4.07 TeV are excluded at the 95% confidence level. This extends the limit set using LHC data at $\sqrt{s}=8$ TeV by around 800 GeV."
1706.04786,"The results of a search for new heavy $W^\prime$ bosons decaying to an electron or muon and a neutrino using proton-proton collision data at a centre-of-mass energy of $\sqrt{s} = 13$ TeV are presented. The dataset was collected in 2015 and 2016 by the ATLAS experiment at the Large Hadron Collider and corresponds to an integrated luminosity of 36.1 fb$^{-1}$. As no excess of events above the Standard Model prediction is observed, the results are used to set upper limits on the $W^\prime$ boson cross-section times branching ratio to an electron or muon and a neutrino as a function of the $W^\prime$ mass. Assuming a $W^\prime$ boson with the same couplings as the Standard Model $W$ boson, $W^\prime$ masses below 5.1 TeV are excluded at the 95% confidence level."
1906.05609,"A search for a heavy charged-boson resonance decaying into a charged lepton (electron or muon) and a neutrino is reported. A data sample of 139 fb$^{-1}$ of proton-proton collisions at $\sqrt{s} = 13$ TeV collected with the ATLAS detector at the LHC during 2015-2018 is used in the search. The observed transverse mass distribution computed from the lepton and missing transverse momenta is consistent with the distribution expected from the Standard Model, and upper limits on the cross section for $pp \to W^\prime \to \ellν$ are extracted ($\ell = e$ or $μ$). These vary between 1.3 pb and 0.05 fb depending on the resonance mass in the range between 0.15 and 7.0 TeV at 95% confidence level for the electron and muon channels combined. Gauge bosons with a mass below 6.0 TeV and 5.1 TeV are excluded in the electron and muon channels, respectively, in a model with a resonance that has couplings to fermions identical to those of the Standard Model $W$ boson. Cross-section limits are also provided for resonances with several fixed $Γ/ m$ values in the range between 1% and 15%. Model-independent limits are derived in single-bin signal regions defined by a varying minimum transverse mass threshold. The resulting visible cross-section upper limits range between 4.6 (15) pb and 22 (22) ab as the threshold increases from 130 (110) GeV to 5.1 (5.1) TeV in the electron (muon) channel."
1408.5774,"The ATLAS detector at the Large Hadron Collider is used to search for the lepton flavor violating process $Z \rightarrow e μ$ in pp collisions using 20.3 $fb^{-1}$ of data collected at $\sqrt{s}$ = 8 TeV. An enhancement in the $e μ$ invariant mass spectrum is searched for at the Z boson mass. The number of Z bosons produced in the data sample is estimated using events of similar topology, $Z \rightarrow ee$ and $μμ$, significantly reducing the systematic uncertainty in the measurement. There is no evidence of an enhancement at the Z boson mass, resulting in an upper limit on the branching fraction, $B(Z \rightarrow e μ)$ &lt; 7.5 x 10$^{-7}$ at the 95% confidence level."
1804.09568,"Direct searches for lepton flavor violation in decays of the $Z$ boson with the ATLAS detector at the LHC are presented. Decays of the $Z$ boson into an electron or a muon and a hadronically decaying $τ$ lepton are considered. The searches are based on a data sample of proton-proton collisions collected by the ATLAS detector in 2015 and 2016, corresponding to an integrated luminosity of 36.1 fb$^{-1}$ at a center-of-mass energy of $\sqrt{s} = 13$ TeV. No significant excess of events above the expected background is observed, and upper limits on the branching ratios of lepton-flavor-violating decays are set at the 95% confidence level: $\mathcal{B} (Z\to eτ) &lt; 5.8 \times 10^{-5}$ and $\mathcal{B} (Z\to μτ) &lt; 2.4 \times 10^{-5}$. This is the first limit on $\mathcal{B} (Z\to eτ)$ with ATLAS data. The upper limit on $\mathcal{B} (Z\to μτ)$ is combined with a previous ATLAS result based on 20.3 fb$^{-1}$ of proton-proton collision data at a center-of-mass energy of $\sqrt{s} = 8$ TeV and the combined upper limit at 95% confidence level is $\mathcal{B} (Z\to μτ) &lt; 1.3 \times 10^{-5}$."
2010.02566,"Leptons with essentially the same properties apart from their mass are grouped into three families (or flavours). The number of leptons of each flavour is conserved in interactions, but this is not imposed by fundamental principles. Since the formulation of the standard model of particle physics, the observation of flavour oscillations among neutrinos has shown that lepton flavour is not conserved in neutrino weak interactions. So far, there has been no experimental evidence that this also occurs in interactions between charged leptons. Such an observation would be a sign for undiscovered particles or a yet unknown type of interaction. Here, the ATLAS experiment at the Large Hadron Collider at CERN reports a constraint on lepton-flavour-violating effects in weak interactions, searching for $Z$-boson decays into a $τ$ lepton and another lepton of different flavour with opposite electric charge. The branching fractions for these decays are measured to be less than $8.1\times10^{-6}$ ($eτ$) and $9.5\times10^{-6}$ ($μτ$) at 95% confidence level using 139 fb$^{-1}$ of proton-proton collision data at a centre-of-mass energy $\sqrt{s}=13$ TeV and 20.3 fb$^{-1}$ at $\sqrt{s}=8$ TeV. These results supersede the limits from the Large Electron-Positron Collider experiments conducted more than two decades ago."
2105.12491,"A search for lepton-flavor-violating $Z\to eτ$ and $Z\toμτ$ decays with $pp$ collision data recorded by the ATLAS detector at the LHC is presented. This analysis uses 139 fb$^{-1}$ of Run 2 $pp$ collisions at $\sqrt{s}=13$ TeV and is combined with the results of a similar ATLAS search in the final state in which the $τ$-lepton decays hadronically, using the same data set as well as Run 1 data. The addition of leptonically decaying $τ$-leptons significantly improves the sensitivity reach for $Z\to\ellτ$ decays. The $Z\to\ellτ$ branching fractions are constrained in this analysis to $\mathcal{B}(Z\to eτ)&lt;7.0\times10^{-6}$ and $\mathcal{B}(Z\to μτ)&lt;7.2\times10^{-6}$ at 95% confidence level. The combination with the previously published analyses sets the strongest constraints to date: $\mathcal{B}(Z\to eτ)&lt;5.0\times10^{-6}$ and $\mathcal{B}(Z\to μτ)&lt;6.5\times10^{-6}$ at 95% confidence level."
2204.10783,"A search for the charged-lepton-flavor-violating process $Z\rightarrow eμ$ is presented, using 139 fb$^{-1}$ of $\sqrt{s}=13$ TeV $pp$ collision data collected by the ATLAS experiment at the LHC. An excess in the $eμ$ invariant mass spectrum near the $Z$ boson mass would be a striking signature of new physics. No excess is observed, and an upper limit $B(Z\rightarrow eμ) &lt; 2.62 \times 10^{-7}$ is placed on the branching fraction at 95% confidence level, which is the most stringent limit to date."
1901.08144,"A search for a narrow scalar resonance decaying into an opposite-sign muon pair produced in events with and without $b$-tagged jets is presented in this paper. The search uses 36.1 fb$^{-1}$ of $\sqrt{s}= 13$ TeV proton-proton collision data recorded by the ATLAS experiment at the LHC. No significant excess of events above the expected Standard Model background is observed in the investigated mass range of 0.2 to 1.0 TeV. The observed upper limits at 95$\%$ confidence level on the cross section times branching ratio for $b$-quark associated production and gluon-gluon fusion are between 1.9 and 41 fb and 1.6 and 44 fb respectively, which is consistent with expectations."
2304.14247,"A search for a new pseudoscalar $a$-boson produced in events with a top-quark pair, where the $a$-boson decays into a pair of muons, is performed using $\sqrt{s} = 13$ TeV $pp$ collision data collected with the ATLAS detector at the LHC, corresponding to an integrated luminosity of $139\, \mathrm{fb}^{-1}$. The search targets the final state where only one top quark decays to an electron or muon, resulting in a signature with three leptons $eμμ$ and $μμμ$. No significant excess of events above the Standard Model expectation is observed and upper limits are set on two signal models: $pp \rightarrow t\bar{t}a$ and $pp \rightarrow t\bar{t}$ with $t \rightarrow H^\pm b$, $H^\pm \rightarrow W^\pm a$, where $a\rightarrowμμ$, in the mass ranges $15$ GeV $ &lt; m_a &lt; 72$ GeV and $120$ GeV $ \leq m_{H^{\pm}} \leq 160$ GeV."
2601.21361,"A model-independent search for low-mass resonances decaying into pairs of oppositely charged muons is presented. The analysis uses proton-proton collision data corresponding to an integrated luminosity of 140 fb$^{-1}$, recorded by the ATLAS detector at the Large Hadron Collider between 2015 and 2018. The search targets hypothetical dimuon resonances in the invariant mass range from 35 GeV to 75 GeV. The modelling of this mass region is particularly challenging for conventional analytic background parameterisations. To address this, a Gaussian process regression technique is used to model the background. The dimuon mass spectrum is analysed for potential signals, and no statistically significant excess is observed. Upper limits at the 95% confidence level are set on the fiducial production cross-section of new resonances decaying promptly into muons, ranging from 20 fb to 110 fb, depending on the resonance mass. These results are further interpreted in the context of dark-photon and dark-matter-mediator models, leading to new constraints on their parameter spaces."
1503.03290,"Two searches for supersymmetric particles in final states containing a same-flavour opposite-sign lepton pair, jets and large missing transverse momentum are presented. The proton-proton collision data used in these searches were collected at a centre-of-mass energy $\sqrt{s}=8$ TeV by the ATLAS detector at the Large Hadron Collider and corresponds to an integrated luminosity of 20.3 fb$^{-1}$. Two leptonic production mechanisms are considered: decays of squarks and gluinos with $Z$ bosons in the final state, resulting in a peak in the dilepton invariant mass distribution around the $Z$-boson mass; and decays of neutralinos (e.g. $\tildeχ^{0}_{2} \rightarrow \ell^{+}\ell^{-}\tildeχ^{0}_{1}$), resulting in a kinematic endpoint in the dilepton invariant mass distribution. For the former, an excess of events above the expected Standard Model background is observed, with a significance of 3 standard deviations. In the latter case, the data are well-described by the expected Standard Model background. The results from each channel are interpreted in the context of several supersymmetric models involving the production of squarks and gluinos."
1611.05791,"Two searches for new phenomena in final states containing a same-flavour opposite-lepton (electron or muon) pair, jets, and large missing transverse momentum are presented. These searches make use of proton--proton collision data, collected during 2015 and 2016 at a centre-of-mass energy $\sqrt{s}=13$ TeV by the ATLAS detector at the Large Hadron Collider, which correspond to an integrated luminosity of 14.7 fb$^{-1}$. Both searches target the pair production of supersymmetric particles, squarks or gluinos, which decay to final states containing a same-flavour opposite-sign lepton pair via one of two mechanisms: a leptonically decaying Z boson in the final state, leading to a peak in the dilepton invariant-mass distribution around the Z boson mass; and decays of neutralinos (e.g. $\tildeχ_2^0 \rightarrow \ell^+\ell^- \tildeχ_1^0$), yielding a kinematic endpoint in the dilepton invariant-mass spectrum. The data are found to be consistent with the Standard Model expectation. Results are interpreted in simplified models of gluino-pair (squark-pair) production, and provide sensitivity to gluinos (squarks) with masses as large as 1.70 TeV (980 GeV)."
1805.11381,"A search for new phenomena in final states containing an $e^+e^-$ or $μ^+μ^-$ pair, jets, and large missing transverse momentum is presented. This analysis makes use of proton--proton collision data with an integrated luminosity of $36.1 \; \mathrm{fb}^{-1}$, collected during 2015 and 2016 at a centre-of-mass energy $\sqrt{s}$ = 13 TeV with the ATLAS detector at the Large Hadron Collider. The search targets the pair production of supersymmetric coloured particles (squarks or gluinos) and their decays into final states containing an $e^+e^-$ or $μ^+μ^-$ pair and the lightest neutralino ($\tildeχ_1^0$) via one of two next-to-lightest neutralino ($\tildeχ_2^0$) decay mechanisms: $\tildeχ_2^0 \rightarrow Z \tildeχ_1^0$, where the $Z$ boson decays leptonically leading to a peak in the dilepton invariant mass distribution around the $Z$ boson mass; and $\tildeχ_2^0 \rightarrow \ell^+\ell^- \tildeχ_1^0$ with no intermediate $\ell^+\ell^-$ resonance, yielding a kinematic endpoint in the dilepton invariant mass spectrum. The data are found to be consistent with the Standard Model expectation. Results are interpreted using simplified models, and exclude gluinos and squarks with masses as large as 1.85 TeV and 1.3 TeV at 95% confidence level, respectively."
1111.0080,A search for microscopic black holes has been performed in a same-sign dimuon final state using 1.3 fb^-1 of proton-proton collision data collected with the ATLAS detector at a centre of mass energy of 7 TeV at the CERN Large Hadron Collider. The data are found to be consistent with the expectation from the Standard Model and the results are used to derive exclusion contours in the context of a low scale gravity model.
1308.4075,"A search is presented for microscopic black holes in a like-sign dimuon final state in proton--proton collisions at sqrt(s)= 8 TeV. The data were collected with the ATLAS detector at the Large Hadron Collider in 2012 and correspond to an integrated luminosity of 20.3 fb-1. Using a high track multiplicity requirement, 0.6 +- 0.2 background events from Standard Model processes are predicted and none observed. This result is interpreted in the context of low-scale gravity models and 95% CL lower limits on microscopic black hole masses are set for different model assumptions."
2305.02005,"A search new phenomena giving rise to pairs of opposite electrically charged muons with impact parameters in the millimetre range is presented, using 139 fb$^{-1}$ of $\sqrt{s} = 13$ TeV $pp$ collision data from the ATLAS detector at the LHC. The search targets the gap in coverage between existing searches targeting final states with leptons with large displacement and prompt leptons. No significant excess over the background expectation is observed and exclusion limits are set on the mass of long-lived scalar supersymmetric muon-partners (smuons) with much lower lifetimes than previously targeted by displaced muon searches. Smuon lifetimes down to 1 ps are excluded for a smuon mass of 100 GeV, and smuon masses up to 520 GeV are excluded for a proper lifetime of 10 ps, at 95% confidence level. Finally, model-independent limits are set on the contribution from new phenomena to the signal-region yields."
2407.09168,"A search for a dark photon, a new light neutral particle, which decays promptly into collimated pairs of electrons or muons is presented. The search targets dark photons resulting from the exotic decay of the Standard Model Higgs boson, assuming its production via the dominant gluon-gluon fusion mode. The analysis is based on 140 fb$^{-1}$ of data collected with the ATLAS detector at the Large Hadron Collider from proton-proton collisions at a center-of-mass energy of 13 TeV. Events with collimated pairs of electrons or muons are analysed and background contributions are estimated using data-driven techniques. No significant excess in the data above the Standard Model background is observed. Upper limits are set at 95% confidence level on the branching ratio of the Higgs boson decay into dark photons between 0.001% and 5%, depending on the assumed dark photon mass and signal model."
1801.06992,A search for high-mass resonances decaying to $τν$ using proton-proton collisions at $\sqrt{s}$ = 13 TeV produced by the Large Hadron Collider is presented. Only $τ$-lepton decays with hadrons in the final state are considered. The data were recorded with the ATLAS detector and correspond to an integrated luminosity of 36.1 fb$^{-1}$. No statistically significant excess above the Standard Model expectation is observed; model-independent upper limits are set on the visible $τν$ production cross section. Heavy $W^{\prime}$ bosons with masses less than 3.7 TeV in the Sequential Standard Model and masses less than 2.2-3.8 TeV depending on the coupling in the non-universal G(221) model are excluded at the 95% credibility level.
2402.16576,"A search for high-mass resonances decaying into a $τ$-lepton and a neutrino using proton-proton collisions at a center-of-mass energy of $\sqrt{s}=13$ TeV is presented. The full Run 2 data sample corresponding to an integrated luminosity of 139 fb$^{-1}$ recorded by the ATLAS experiment in the years 2015-2018 is analyzed. The $τ$-lepton is reconstructed in its hadronic decay modes and the total transverse momentum carried out by neutrinos is inferred from the reconstructed missing transverse momentum. The search for new physics is performed on the transverse mass between the $τ$-lepton and the missing transverse momentum. No excess of events above the Standard Model expectation is observed and upper exclusion limits are set on the $W^\prime\to τν$ production cross-section. Heavy $W^\prime$ vector bosons with masses up to 5.0 TeV are excluded at 95% confidence level, assuming that they have the same couplings as the Standard Model $W$ boson. For non-universal couplings, $W^\prime$ bosons are excluded for masses less than 3.5-5.0 TeV, depending on the model parameters. In addition, model-independent limits on the visible cross-section times branching ratio are determined as a function of the lower threshold on the transverse mass of the $τ$-lepton and missing transverse momentum."
2011.10543,"A search is performed for the electroweak pair production of charginos and associated production of a chargino and neutralino, each of which decays through an $R$-parity-violating coupling into a lepton and a $W$, $Z$, or Higgs boson. The trilepton invariant-mass spectrum is constructed from events with three or more leptons, targeting chargino decays that include an electron or muon and a leptonically decaying $Z$ boson. The analyzed dataset corresponds to an integrated luminosity of 139 fb$^{-1}$ of proton-proton collision data produced by the Large Hadron Collider at a center-of-mass energy of $\sqrt{s}$ = 13 TeV and collected by the ATLAS experiment between 2015 and 2018. The data are found to be consistent with predictions from the Standard Model. The results are interpreted as limits at 95% confidence level on model-independent cross sections for processes beyond the Standard Model. Limits are also set on the production of charginos and neutralinos for a Minimal Supersymmetric Standard Model with an approximate $B$-$L$ symmetry. Charginos and neutralinos with masses between 100 GeV and 1100 GeV are excluded depending on the assumed decay branching fractions into a lepton (electron, muon, or $τ$-lepton) plus a boson ($W$, $Z$, or Higgs)."
2305.10894,"A search for physics beyond the Standard Model inducing periodic signals in the dielectron and diphoton invariant mass spectra is presented using 139 fb$^{-1}$ of $\sqrt{s}=13$ TeV $pp$ collision data collected by the ATLAS experiment at the LHC. Novel search techniques based on continuous wavelet transforms are used to infer the frequency of periodic signals from the invariant mass spectra and neural network classifiers are used to enhance the sensitivity to periodic resonances. In the absence of a signal, exclusion limits are placed at the 95\% confidence level in the two-dimensional parameter space of the clockwork gravity model. Model-independent searches for deviations from the background-only hypothesis are also performed."
2603.18099,"A search for charged lepton flavour violation in $τ\to 3μ$ decays is performed in $pp$ collisions at a centre-of-mass energy of 13 TeV using ATLAS data collected between 2016 and 2018, corresponding to an integrated luminosity of 137 $\text{fb}^{-1}$. The search is optimised for the electroweak $W \to τν$ production channel, due to its higher trigger efficiency, but also considers potential signal events from heavy-flavour production. Data are collected using two-muon and three-muon triggers and a multivariate analysis is used to separate the signal from the background. An unbinned likelihood fit is then performed to the resulting three-muon invariant mass spectrum and the data are found to be compatible with the background-only hypothesis. The observed (expected) limit on the branching ratio $B(τ\to3μ)$ is found to be $8.7\times 10^{-8}$ ($7.5\times 10^{-8}$) at 90% CL."
1108.5064,"A search for a heavy Standard Model Higgs boson decaying via H-&gt;ZZ-&gt;llqq, where l=e,mu, is presented. The search is performed using a data set of pp collisions at sqrt(s)=7 TeV, corresponding to an integrated luminosity of 1.04 fb^-1 collected in 2011 by the ATLAS detector at the CERN LHC collider. No significant excess of events above the estimated background is found. Upper limits at 95% confidence level on the production cross section (relative to that expected from the Standard Model) of a Higgs boson with a mass in the range between 200 and 600 GeV are derived. Within this mass range, there is at present insufficient sensitivity to exclude a Standard Model Higgs boson. For a Higgs boson with a mass of 360 GeV, where the sensitivity is maximal, the observed and expected cross section upper limits are factors of 1.7 and 2.7, respectively, larger than the Standard Model prediction."
1203.0718,"A search is presented for a narrow resonance decaying to a pair of Z bosons using data corresponding to 1.02/fb of integrated luminosity collected by the ATLAS experiment from pp collisions at sqrt(s) = 7 TeV. Events containing either four charged leptons (llll) or two charged leptons and two jets (lljj) are analyzed and found to be consistent with the Standard Model background expectation. Lower limits on a resonance mass are set using the Randall-Sundrum (RS1) graviton model as a benchmark. Using both llll and lljj events, an RS1 graviton with k/m_pl = 0.1 and mass between 325 and 845 GeV is excluded at 95% confidence level. In addition, the llll events are used to set a fiducial cross section limit of sigma_fiducial(pp -&gt; X -&gt; ZZ &lt; 0.92 pb at 95% confidence level for any new sources of ZZ production with m_ZZ greater than 300 GeV."
1409.6190,This paper reports on a search for narrow resonances in diboson production in the $\ell\ell q\bar{q}$ final state using pp collision data corresponding to an integrated luminosity of 20 fb$^{-1}$ collected at $\sqrt{s}=8$ TeV with the ATLAS detector at the Large Hadron Collider. No significant excess of data events over the Standard Model expectation is observed. Upper limits at the 95% confidence level are set on the production cross section times branching ratio for Kaluza--Klein gravitons predicted by the Randall--Sundrum model and for Extended Gauge Model W' bosons. These results lead to the exclusion of mass values below 740 GeV and 1590 GeV for the graviton and W' boson respectively.
1708.09638,"This paper reports searches for heavy resonances decaying into $ZZ$ or $ZW$ using data from proton--proton collisions at a centre-of-mass energy of $\sqrt{s}=13$ TeV. The data, corresponding to an integrated luminosity of 36.1 fb$^{-1}$, were recorded with the ATLAS detector in 2015 and 2016 at the Large Hadron Collider. The searches are performed in final states in which one $Z$ boson decays into either a pair of light charged leptons (electrons and muons) or a pair of neutrinos, and the associated $W$ boson or the other $Z$ boson decays hadronically. No evidence of the production of heavy resonances is observed. Upper bounds on the production cross sections of heavy resonances times their decay branching ratios to $ZZ$ or $ZW$ are derived in the mass range 300--5000 GeV within the context of Standard Model extensions with additional Higgs bosons, a heavy vector triplet or warped extra dimensions. Production through gluon--gluon fusion, Drell--Yan or vector-boson fusion are considered, depending on the assumed model."
1712.06386,"A search for heavy resonances decaying into a pair of $Z$ bosons leading to $\ell^+\ell^-\ell^+\ell^-$ and $\ell^+\ell^-ν\barν$ final states, where $\ell$ stands for either an electron or a muon, is presented. The search uses proton proton collision data at a centre-of-mass energy of 13 TeV corresponding to an integrated luminosity of 36.1 fb$^{-1}$ collected with the ATLAS detector during 2015 and 2016 at the Large Hadron Collider. Different mass ranges for the hypothetical resonances are considered, depending on the final state and model. The different ranges span between 200 GeV and 2000 GeV. The results are interpreted as upper limits on the production cross section of a spin 0 or spin 2 resonance. The upper limits for the spin 0 resonance are translated to exclusion contours in the context of Type I and Type II two-Higgs-doublet models, while those for the spin 2 resonance are used to constrain the Randall Sundrum model with an extra dimension giving rise to spin 2 graviton excitations."
2009.14791,"A search for heavy resonances decaying into a pair of $Z$ bosons leading to $\ell^+\ell^-\ell'^+\ell'^-$ and $\ell^+\ell^-ν\barν$ final states, where $\ell$ stands for either an electron or a muon, is presented. The search uses proton-proton collision data at a centre-of-mass energy of 13 TeV collected from 2015 to 2018 that corresponds to the full integrated luminosity of 139 fb$^{-1}$ recorded by the ATLAS detector during Run 2 of the Large Hadron Collider. Different mass ranges spanning 200 GeV to 2000 GeV for the hypothetical resonances are considered, depending on the final state and model. In the absence of a significant observed excess, the results are interpreted as upper limits on the production cross section of a spin-0 or spin-2 resonance. The upper limits for the spin-0 resonance are translated to exclusion contours in the context of Type-I and Type-II two-Higgs-doublet models, and the limits for the spin-2 resonance are used to constrain the Randall--Sundrum model with an extra dimension giving rise to spin-2 graviton excitations."
1204.1648,"A generic search is presented for a heavy particle decaying to WZ to l nu l'l' (l, l' = e, mu) final states. The data were recorded by the ATLAS detector in sqrt(s) = 7 TeV pp collisions at the Large Hadron Collider and correspond to an integrated luminosity of 1.02 fb-1. The transverse mass distribution of the selected WZ candidates is found to be consistent with the Standard Model expectation. Upper limits on the production cross section times branching ratio are derived using two benchmark models predicting a heavy particle decaying to a WZ pair."
1406.4456,"A search for resonant WZ production in the lnul'l' (l, l'= e,mu) decay channel using 20.3 fb-1 of sqrt(s) = 8 TeV pp collision data collected by the ATLAS experiment at LHC is presented. No significant deviation from the Standard Model prediction is observed and upper limits on the production cross sections of WZ resonances from an extended gauge model W' and from a simplified model of heavy vector triplets are derived. A corresponding observed (expected) lower mass limit of 1.52 (1.49) TeV is derived for the W' at the 95% confidence level."
1806.01532,"A search for a heavy resonance decaying into $WZ$ in the fully leptonic channel (electrons and muons) is performed. It is based on proton-proton collision data collected by the ATLAS experiment at the Large Hadron Collider at a centre-of-mass energy of 13 TeV, corresponding to an integrated luminosity of 36.1 fb$^{-1}$. No significant excess is observed over the Standard Model predictions and limits are set on the production cross section times branching ratio of a heavy vector particle produced either in quark-antiquark fusion or through vector-boson fusion. Constraints are also obtained on the mass and couplings of a singly charged Higgs boson, in the Georgi-Machacek model, produced through vector-boson fusion."
2207.03925,"A search for a $WZ$ resonance, in the fully leptonic final state (electrons and muons), is performed using 139 fb$^{-1}$ of data collected at a centre-of-mass energy of 13 TeV by the ATLAS detector at the Large Hadron Collider. The results are interpreted in terms of a singly charged Higgs boson of the Georgi$-$Machacek model, produced by $WZ$ fusion, and of a Heavy Vector Triplet, with the resonance produced by $WZ$ fusion or the Drell$-$Yan process. No significant excess over the Standard Model predictions is observed and limits are set on the production cross-section times branching ratio as a function of the resonance mass for these processes."
1305.0125,"A search for resonant diboson production using a data sample corresponding to 4.7 fb-1 of integrated luminosity collected by the ATLAS experiment at the Large Hadron Collider in pp collisions at 7 TeV is presented. The search for a narrow resonance in the WW or WZ mass distribution is conducted in a final state with an electron or a muon, missing transverse momentum and at least two jets. No significant excess is observed and limits are set using three benchmark models: WW resonance masses below 940 GeV and 710 GeV are excluded at 95% confidence level for spin-2 Randall-Sundrum and bulk Randall-Sundrum gravitons, respectively; WZ resonance masses below 950 GeV are excluded at 95% confidence level for a spin-1 Extended Gauge Model W' boson."
1503.04677,"A search is presented for narrow diboson resonances decaying to $WW$ or $WZ$ in the final state where one $W$ boson decays leptonically (to an electron or a muon plus a neutrino) and the other $W/Z$ boson decays hadronically. The analysis is performed using an integrated luminosity of 20.3 fb$^{-1}$ of $pp$ collisions at $\sqrt{s}$ = 8 TeV collected by the ATLAS detector at the LHC. No evidence for resonant diboson production is observed, and resonance masses below 700 GeV and 1490 GeV are excluded at 95% confidence level for the spin-2 Randall-Sundrum bulk graviton $G^*$ with coupling constant of 1.0 and the extended gauge model $W'$ boson respectively."
1710.07235,"A search is conducted for new resonances decaying into a $WW$ or $WZ$ boson pair, where one $W$ boson decays leptonically and the other $W$ or $Z$ boson decays hadronically. It is based on proton-proton collision data with an integrated luminosity of 36.1 fb$^{-1}$ collected with the ATLAS detector at the Large Hadron Collider at a centre-of-mass energy of $\sqrt{s}$ = 13 TeV in 2015 and 2016. The search is sensitive to diboson resonance production via vector-boson fusion as well as quark-antiquark annihilation and gluon-gluon fusion mechanisms. No significant excess of events is observed with respect to the Standard Model backgrounds. Several benchmark models are used to interpret the results. Limits on the production cross section are set for a new narrow scalar resonance, a new heavy vector-boson and a spin-2 Kaluza-Klein graviton."
2004.14636,"This paper reports on a search for heavy resonances decaying into $WW$, $ZZ$ or $WZ$ using proton-proton collision data at a centre-of-mass energy of $\sqrt{s}=13$ TeV. The data, corresponding to an integrated luminosity of 139 $\mathrm{fb^{-1}}$, were recorded with the ATLAS detector from 2015 to 2018 at the Large Hadron Collider. The search is performed for final states in which one $W$ or $Z$ boson decays leptonically, and the other $W$ boson or $Z$ boson decays hadronically. The data are found to be described well by expected backgrounds. Upper bounds on the production cross sections of heavy scalar, vector or tensor resonances are derived in the mass range 300-5000 GeV within the context of Standard Model extensions with warped extra dimensions or including a heavy vector triplet. Production through gluon-gluon fusion, Drell-Yan or vector-boson fusion are considered, depending on the assumed model."
1205.6744,"A search for a heavy Standard Model Higgs boson decaying via H -&gt; ZZ -&gt; llnunu, where l represents electrons or muons, is presented. It is based on proton-proton collision data at sqrt(s) = 7 TeV, collected by the ATLAS experiment at the LHC during 2011 and corresponding to an integrated luminosity of 4.7 fb^-1. The data agree with the expected Standard Model backgrounds. Upper limits on the Higgs boson production cross section are derived for Higgs boson masses between 200 GeV and 600 GeV and the production of a Standard Model Higgs boson with a mass in the range 319 - 558 GeV is excluded at the 95% confidence level."
1206.2443,"A search for a heavy Standard Model Higgs boson decaying via H-&gt;ZZ-&gt;llqq, where l=e or mu, is presented. The search uses a data set of pp collisions at sqrt(s) = 7 TeV, corresponding to an integrated luminosity of 4.7 fb^-1 collected in 2011 by the ATLAS detector at the CERN LHC. No significant excess of events above the estimated background is found. Upper limits at 95% confidence level on the production cross section of a Higgs boson with a mass in the range between 200 and 600 GeV are derived. A Standard Model Higgs boson with a mass in the range 300 &lt;= mH &lt;= 322 GeV or 353 &lt;= mH &lt;= 410 GeV is excluded at 95% CL. The corresponding expected exclusion range is 351 &lt;= mH &lt;= 404 GeV at 95% CL."
1507.05930,"A search is presented for a high-mass Higgs boson in the $H\rightarrow\ell\ell\ell\ell$, $H\rightarrow\ell\ellνν$, $H\rightarrow\ell\ell qq$, and $H\rightarrowννqq$ decay modes using the ATLAS detector at the CERN Large Hadron Collider. The search uses proton-proton collision data at a centre-of-mass energy of 8 TeV corresponding to an integrated luminosity of 20.3 fb$^{-1}$. The results of the search are interpreted in the scenario of a heavy Higgs boson with a width that is small compared with the experimental mass resolution. The Higgs boson mass range considered extends up to 1 TeV for all four decay modes and down to as low as 140 GeV, depending on the decay mode. No significant excess of events over the Standard Model prediction is found. A simultaneous fit to the four decay modes yields upper limits on the production cross-section of a heavy Higgs boson times the branching ratio to Z boson pairs. 95% confidence level upper limits range from 0.53 pb at $m_H=195$ GeV to 0.008 pb at $m_H=950$ GeV for the gluon-fusion production mode and from 0.31 pb at $m_H=195$ GeV to 0.009 pb at $m_H=950$ GeV for the vector-boson-fusion production mode. The results are also interpreted in the context of Type-I and Type-II two-Higgs-doublet models."
